wid,model,regime_changed,auc_post,mcc_post,bal_post,acc_post,ece_post,dsi_post,acc_pre,DR
7,majority,0,0.5,0.0,0.5,0.6188271604938271,0.38117283950617287,1.0,0.8108974358974359,0.0
8,tcn,0,0.7830456162377066,0.4530593468159746,0.7267419962335216,0.7243589743589743,0.1372417155175637,0.4933281751585953,0.7222222222222222,-0.0029585798816567943
8,anfis,0,0.7728591024887321,-0.053285989042303646,0.4957671957671958,0.41358024691358025,0.2432751204404566,0.8415487058897084,0.19230769230769232,-1.1506172839506172
8,har,0,0.6731236527532823,0.0,0.5,0.5833333333333334,0.08442764725614688,0.9989041205792742,0.8108974358974359,0.2806324110671936
8,garch,0,0.6565549676660788,-0.0576390417704235,0.49603174603174605,0.5787037037037037,0.1471652304526778,0.9125037552621792,0.8237179487179487,0.2974492001729355
8,majority,0,0.5,0.0,0.5,0.5833333333333334,0.4166666666666667,1.0,0.8108974358974359,0.0
9,tcn,1,0.7422406148389005,0.40109983833838925,0.6963523499852202,0.7419871794871795,0.14862852252255648,0.6746999951697662,0.7430555555555556,0.0014378145219266663
9,anfis,1,0.7151131421020757,-0.0465548869693348,0.4917744865936244,0.3194444444444444,0.26973604567256976,0.8726076571678361,0.4358974358974359,0.2671568627450981
9,har,1,0.5343500523041348,0.0,0.5,0.683641975308642,0.01632723950985493,0.9997624573387042,0.5576923076923077,-0.2258407833120477
9,garch,1,0.6404558718273413,-0.026743788379858354,0.49887133182844245,0.6820987654320988,0.04472732588463619,0.9101378295338953,0.5576923076923077,-0.2230736483610047
9,majority,1,0.5,0.0,0.5,0.683641975308642,0.31635802469135804,1.0,0.5576923076923077,0.0
